time,personID,problemID,1st,1st_reason,1st_label_katori,1st_label_yamamoto,1st_check,2nd,2nd_reason,2nd_label_katori,2nd_label_yamamoto,2nd_check,3rd,3rd_reason,3rd_label_katori,3rd_label_yamamoto,3rd_check,others,understanding,free
12/13/2022 23:27:20,7,8,5,初期値の段階でheadとtailの位置を決めておくことでqueueのアルゴリズムが簡単に実現できるということがこの初期化関数でわかるから．,6,6,,19,"queueのアルゴリズムの特徴である，取り出す時は先頭の要素からということがこの行で表されているから．
1番でない理由としては，queueのアルゴリズムの説明は問題中でなされているから．",11,11,,13,"queueの挿入時は末尾に挿入するということがこの行で表されているから．
3番目である理由は，stackなど他のアルゴリズムでも挿入では末尾に挿入することが多いため，違いがないから．",11,11,,,まあ理解できた。,
12/14/2022 14:25:24,6,8,37,問題固有の本質的な処理を行なっている唯一の部分であると言える。,13,13,,14,リングバッファによるキューの実装で必要な処理だから。問題固有の部分ではないので 1 番ではない。,13,13,,20,リングバッファによるキューの実装で必要な処理だから。2 番と同様に重要。,13,13,,,とても理解できた。,
12/15/2022 23:29:20,2,8,14,queueは配列を円環状に使い回しながら先頭と末尾の座標を持って実現するデータ構造であるが、その末尾の座標を円環状に持っていることを表している部分だから。,14,14,,20,14行目と同様に、円環状の配列の先頭を持っている部分であるので重要であると考える。20行のほうが後に出てきているので、2番目にした。,14,14,,37,プロセスの残り時間で場合分けをしながらqueueを操作している部分で、データ構造の実現の方が本質であるとは思うが、問題解決部分の重要部分として3番目に重要だと考える。,8,8,,,とても理解できた。,
12/16/2022 18:31:40,9,8,37,キューを用いてラウンドロビンのシミュレーションを行う部分であり、この部分の処理が間違っているとシミュレーションがうまくいかないことになり、問題の本質部分に関わっているといえるから。,12,12,,14,リングバッファ方式でキューの末尾を伸ばしていく処理を行っており、この部分が正しくないと正しくキューが動作しないため。キューの実装箇所であるため、この問題特有の処理ではないと考えたため、1番とはしなかった。,11,11,,24,キューが空であることの条件を書いており、この部分が正しくないと正しくプログラムが終了しないため。キューの実装の本質部分ではないと考えたため、1番や2番とはしなかった。,7,7,,20行目。キューの先頭を縮める処理を行う箇所であり、14行目同様に、キューを正しく動作させる上では欠かせない箇所である。,とても理解できた。,
12/17/2022 22:25:57,8,8,37,問題の要求に応えるために、データ構造そのものだけでなく、その使い方も工夫する必要があるというところだから。,13,13,,13,queueにpushするという、データ構造において重要な作業だから。1番目に比べると簡単だと思ったため2番にした。,11,11,,19,queueからpopするというのもデータ構造において大切だから。2番と重要度はほぼ同じ。,11,11,,,あまり理解できなかった。,
12/21/2022 12:32:03,4,8,37,ラウンドロビンスケジューリングを実現するために、キューを更新するか、printするかを決めている部分だから。,8,8,,13,キューにプッシュするときにどのインデックスに入れるかを決めているため。キューとしては重要だが、処理は比較的単純。,9,9,,19,キューのポップを行う本質的な部分。2番のプッシュより処理はもっと単純である。,11,11,,,とても理解できた。,
12/28/2022 15:38:43,5,8,13,データがQueueを模した配列にどのように格納されているかのイメージを掴むことができるから,14,14,,14,上記のデータの格納について理解することにあわせて、14行目を読むことでtailがどのような挙動をしているか分かるようになるため,14,14,,19,データ構造についてイメージを掴めていることが前提となるが、popがどちらがわから行われているかを読み取ることができるから,11,11,,,まあ理解できた。,
12/30/2022 17:51:52,10,8,14,pushされたときに、self.tailをずらしているのはqueueの実装において大切だと感じたため。,9,9,,11,queueがいっぱいになった時の場合分けも1番ほどではないが、非常に重要であると思ったため。,8,8,,38,queueの実装とは関係ないが、timeとqの小さい方を足すことで、正しくラウンドロビンスケジューリングのシミュレーションができ、重要であるため。,12,12,,,まあ理解できた。,
1/3/2023 5:31:21,11,8,4,queueというデータ構造はかなり重要だと思います．クラス名を定義している行を選びました．,13,13,,20,取り出した後インデックスを一つ進めて，先頭を移動させています．modをとって有限のリストを活用しているのも大事だと思います．queueのあくまで一部分なので2番目です．,14,14,,8,初期状態をhead>tailなのはこのコードを書く上で間違えやすいかなと思ったので選びました．別の書き方もできるので3番目です．,3,3,,,とても理解できた。,
12/8/2022 23:26:43,1,9,21,割り算の結果の剰余を求める際には逆元を用いることが必要であるという最も注意すべき点に対応しているため．また，冪乗を求めるために繰り返し二乗法を用いることも示されている．,12,12,,7,冪乗を求めるための繰り返し二乗法の考え方を端的に表している部分であるため選択した．一方で計算の最も難しい部分である1番目よりは重要ではないと考えた．,12,12,,25,この問題の答えである場合の数を求めている部分であるため選択した．アルゴリズムとしての工夫が凝縮されている1番目，2番目の部分ほど重要ではないと考えた,12,12,,,とても理解できた。,
12/11/2022 1:08:43,3,9,25,この問題で一番コアなのは答えをcombination一発で求められることに気付くことだから。,2,2,,21,modをとるcombinationの効率的な計算は階乗をつかうことや、階乗の逆元がフェルマーの小定理で求められることが重要だから。,12,12,,7,9行目と合わせてn乗を求める時に繰り返し2乗法を用いると効率的に求められることが大事だから。,4,4,,,とても理解できた。,
12/13/2022 23:45:05,7,9,25,この問題はコンビネーションによって解くことができるということがこの一行でわかるから．,2,2,,21,"modありのコンビネーションの計算では，逆元を使うと計算量を抑えてできるということがわかるから．
1番である理由は，これは計算の工夫であり，問題の解法自体とは直接関わることではないため．",4,4,,7,"累乗の計算が2の累乗に注目することでより計算コストを抑えられるということがしめされているから．
3番である理由は，この行の処理は1番2番で挙げた箇所に関する計算をさらに計算コストを下げるために行なっているものであるため．",4,4,,,まあ理解できた。,
12/14/2022 14:29:52,6,9,25,combination というよく知られた関数を用いて問題の解答を端的に記述しているから。,2,2,,21,combination を定義した部分だから。また、逆元計算の方法が含まれている。問題固有の考察は含まれないので、1 番ではない。,12,12,,7,再帰を用いた繰り返し二乗法を端的に示す行だから。単に計算量削減のために必要なものなので、1 番や 2 番ではない。,5,5,,,とても理解できた。,
12/15/2022 23:34:05,2,9,21,二項係数をもとめる必要がある問題だが、その二項係数の計算をしている部分であり、最重要であると考える。,12,12,,4,二項係数を計算するには逆元を計算する必要があるが、そのためにはp-2乗を計算する必要があるので、powを計算する関数は次いで重要であると考えた。,12,12,,25,問題の答えがdp等での数え上げではなく、二項係数で表すことができることを表しており、アルゴリズムの本質部分ほどではないが、問題を解く上では重要な観察が含まれていると考えた。,2,2,,,とても理解できた。,
12/16/2022 18:49:19,9,9,21,この問題の本質は経路数を二項係数を用いてどのように計算するかというところにあり、逆元を用いた二項係数の計算を行っているこの箇所が、まさしく本質的な箇所であるといえるから。,12,12,,7,繰り返し二乗法を用いて累乗を高速に計算する処理において、nを半分ずつにしていくことで高速な計算を実現していることを表している箇所であるから。問題の本質的な箇所というのではないため、1番ではないと考えた。,4,4,,9,繰り返し二乗法を用いて累乗を高速に計算する処理において、nが奇数のときに行う処理を表しているため。この処理はnが偶数のときには出てこないこともあり、1番目や2番目にはならないと考えた。,12,12,,"16行目。二項係数の計算に用いられる階乗の計算の処理を行っている行であるから。
25行目。今回の問題における経路数の式を表しており、ここを間違えると答えが合わないから。",とても理解できた。,
12/17/2022 22:30:08,8,9,21,大きい数字なのでmodをとりながら計算していく、というプログラミングならではの処理方法だから。,12,12,,7,累乗の計算で、再帰を使うことで計算量を抑えるというのは重要だから。MODに比べると基本的なことだと思ったので2番とした。,4,4,,25,そもそもこの計算方法で答えが求められることを知らないとこうは書けないから。数学の知識なので3番とした。,2,2,,,とても理解できた。,
12/21/2022 13:00:49,4,9,21,"
power_mod()を適切に利用して組み合わせの計算をしているため。与える引数も複雑で考える必要がある。",12,12,,25,答えを求めるためにcombination()に適切な引数を与えている部分だから。引数を決めているだけで本質的な処理の部分ではない。,1,1,,7,power_modを適切に計算するために再起処理を行なっているため。power_modは大事だが、このプログラムの中では道具の1つ。,5,5,,,まあ理解できた。,
12/28/2022 15:46:44,5,9,25,そもそも、この経路パターン数の問題をnCrの形式に落とし込めること自体ある程度の発想と数学力が必要であるため、combination関数を呼び出している部分がもっとも重要であると考えた。,2,2,,21,Combination関数の実装の本体であり、nCrの求め方を知るための重要なコードであるため、nCrを使う事自体の次に重要だと考えた。,13,13,,7,"combination関数ではfactorial,power_modの２種類の関数を呼び出しているが、factorial関数はMODを用いていること以外は自然な実装であるのに対し、power_modは繰り返し二乗法を用いており、理解が必要であるため、３番目に重要な部分だと考えた。",14,14,,"8,9: 繰り返し二乗法における実際の計算を担っている部分であるため、再帰の部分の次に大切であると考えた。",まあ理解できた。,
12/30/2022 18:04:48,10,9,21,"コンビネーションのfactorial(n) * power_mod(factorial(n - k), MOD - 2) * power_mod(factorial(k), MOD - 2) % MODとすることは、逆元の考えなどを用いており、重要だと思った。",12,12,,7,剰余を取りながら計算することも、1番ほどではないが、とても重要だと思ったため。,12,12,,25,"シンプルに組み合わせの数を使って、経路数を求めるという考えもコードは1,2番よりシンプルであるが重要だと思ったため。",2,2,,,まあ理解できた。,
1/3/2023 5:39:07,11,9,21,modにおいて割り算をするときにmod-2乗と同等という知識は大事かなと思います．,14,14,,7,繰り返し自乗法の要だと思ったからです．この問題の条件がゆるゆるであれば必要なくなるので2番目にしました．,13,13,,13,繰り返しつかうfactorialを切り出して関数にもっておくのは大事だと思います．この問題特有の話ではないので3番目です．,1,1,,,とても理解できた。,
12/8/2022 23:34:05,1,10,12,現在注目している部分文字列から一つの操作を行う状態を考えるというDPの考え方を表している行であるため，最も重要だと考えた．,14,14,,6,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．,6,6,,8,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．(2番目と同等の重要度ですが便宜上3番目としました．),6,6,,"10, 11行目 DPの更新順序に関わっているため重要だと考えた",とても理解できた。,
12/11/2022 1:11:33,3,10,12,レーベンシュタイン距離で一番大事なのはdpで求められることが一番大事だと思うが、そのコアの遷移式はここだから。,9,9,,10,11行目と合わせてdpで効率化された全探索をしている部分だから。,10,10,,11,10行目と合わせてdpで効率化された全探索をしている部分だから。,10,10,,,とても理解できた。,
12/14/2022 0:19:10,7,10,12,dpで必要なdpテーブル更新のための方程式が明示されている部分だから．,9,9,,4,"どのようなdpテーブルを構築するのかが書かれている部分だから
1番目でない理由は，dpで一番重要なのはどのように更新の条件を立てるかだと思ったから．",6,6,,14,"最終的にも止まる答えがdpテーブルのどこにあたるのかということを示している部分だから．
3番である理由は，1,2番で示した部分が分かれば，この部分も直感的に分かるのではないかと思うから．",2,14,×,,まあ理解できた。,
12/14/2022 14:32:18,6,10,12,動的計画法の根幹である、テーブルの更新を行っている部分だから。,9,9,,6,動的計画法の根幹である、テーブルの更新を行っている部分だから。ただし、1 番ほどテーブルの多くの部分について記述したものではない。,9,9,,7,動的計画法の根幹である、テーブルの更新を行っている部分だから。2 番と同様に重要。,9,9,,,とても理解できた。,
12/15/2022 23:37:51,2,10,12,動的計画法の漸化式の部分であり、この式を立てることができれば解けたも同然なので、1番大切であると考える。,9,9,,14,dp配列の[len(s1)][len(s2)]番目が答えになるということはきちんと漸化式を理解していないとわからないはずなので、ここも漸化式そのものに次いで重要であると考える。,2,14,×,6,漸化式そのものや答えの部分ほどではないが、配列は適切に初期化しておかないと正しい動作をしないので、これが次いで重要であると考える。,6,6,,,まあ理解できた。,
12/16/2022 18:55:03,9,10,12,レーベンシュタイン距離を求めるDPにおける遷移を表しており、ここを間違えるとDPが正しく動かないから。,9,9,,6,DPの初期値を格納している箇所であり、遷移ほどではないものの、DPの結果を正しく出すためには必要な箇所であるから。,6,6,,14,答えがDPテーブルの中のどこに現れているかを表しているから。DPの答えが正しく求められるには、遷移や初期値が正しいことが前提であるため、遷移や初期値ほど重要ではないと考えている。,2,14,×,8行目。ここも6行目と同様にDPの初期値を格納している箇所であるため重要である。,とても理解できた。,
12/17/2022 22:34:25,8,10,12,動的計画法を使うというのはこの問題を解く上でのポイントであり、またテーブルの埋め方も考えて書かなければいけない所だから。,9,9,,6,dpテーブルの初期化において、1列目の埋め方はこの問題の内容を踏まえて、少し考えなければならないところだから。テーブルの埋め方の方が大事だと思ったので3番とした。,6,6,,14,動的計画法で、答えがテーブルの右下に出てくるというのも重要なところだから。知っていれば分かることなので3番とした。,2,14,×,,とても理解できた。,
12/21/2022 13:18:29,4,10,12,挿入・削除・置換を使ってDPテーブルを更新するという、動的計画法の本質的な処理だから。,9,9,,4,動的計画法で解くためにDPテーブルを初期化している部分だから。DPを使うという判断が分かる行というだけで、大事な処理ではない。,6,6,,6,DPテーブルの自明な部分を埋める処理だから。自明な部分というだけあって1番や2番ではない。,9,9,,,とても理解できた。,
12/28/2022 16:06:12,5,10,12,DPの遷移を端的に表しているため、本質的な部分がすべて集められているから,9,9,,4,漸化式を見ても意味が汲み取りづらかった場合に、DPテーブルの大きさで、どのような値が格納されるテーブルなのかをある程度推測できるから,14,14,,6,アルゴリズムとしてさほど重要な部分ではないが、DPの初期化として特殊な行であり、通常のDPとの差異が出ているところだから,6,6,,,まあ理解できた。,
12/30/2022 18:14:13,10,10,12,動的計画法の問題では、漸化式の部分が最も重要であると感じたため。,9,9,,6,漸化式ほど本質的ではないが、初期化も非常に重要だと思ったため。,6,6,,14,"dp[len(s1)][len(s2)]で答えを出す部分は、1,2番ができれば14行は書けると思ったので、3番目に重要であると思った。",2,14,×,,まあ理解できた。,
1/3/2023 5:44:19,11,10,12,遷移のもととなる漸化式さえたってしまえばDPはほぼ解けた気持ちになるからです．,9,9,,6,初期状態を決めている箇所だから．0文字のときはもう一つの文字列サイズに依存することを利用している．ここだけわかっても遷移できないので，2番目です．,6,6,,14,最終的に答えないといけないところはテーブルの中でどの箇所なのか把握することは大事だと思います．そもそもテーブルが作れないと意味ないので3番目です．,2,14,×,,とても理解できた。,
12/12/2022 12:04:05,1,11,9,基準値よりも小さいものと大きいものに分けるという考え方を表しているため重要だと考えた．,14,14,,19,分割した配列について操作を行うという考え方を表しているため重要だと考えた．分割した配列に対して行う操作を表している1番目よりは重要ではないと考え，2番目として選択した．,14,14,,20,分割した配列について操作を行うという考え方を表しているため重要だと考えた．2番目と同等の重要度だが，便宜上3番目とした．,14,14,,,まあ理解できた。,
12/14/2022 5:25:55,7,11,28,この問題の解法では，クイックソートと呼ばれるアルゴリズムを利用するということがこの一行で分かり，アルゴリズム名が判明すると解く方針も分かりやすくなるから．,2,2,,19,"クイックソートでは，再起的に領域を狭めながらソートを実現するアルゴリズムであることがこの一行でわかるから．(20行目も同様だと思います．)
1番でない理由は，ここだけではどのようなアルゴリズムなのか全体を把握はできないため．",5,5,,15,"pivotより小さい数を左に，大きい数を右にという操作を行うというクイックソートのそれぞれの試行で行われている操作がこの一行で分かるから．
3番目である理由は，1番目のクイックソートとアルゴリズム名の判明と2番目の再起的に行うことで高速化していることよりは重要度が低いと考えたため．",14,14,,2: 再起の終了条件を明示している部分だから．,まあ理解できた。,
12/14/2022 14:42:25,6,11,15,小さいものを左、大きいものを右に寄せるための交換操作をする行で、ソートの根幹だから。,9,9,,19,クイックソートが再帰的なアルゴリズムであることを示す行だから。ソート自体を処理しているとは言えないので 1 番ではない。,5,5,,15,クイックソートが再帰的なアルゴリズムであることを示す行だから。2 番と同様に重要。,5,5,,,とても理解できた。,
12/15/2022 19:21:13,3,11,28,クイックソートを含めてソートアルゴリズムが問題の本質だから。,13,13,,15,クイックソートは境界を決めて左右でswapを繰り返すのが本質だから。,14,14,,5,swapのための基準であるpivotを決めているところはswapほどではないが重要だと考えた。,9,9,,,とても理解できた。,
12/16/2022 19:13:54,9,11,15,左側にある、ピボットより大きい値と、右側にある、ピボットより小さい値を、スワップする箇所であり、この部分がクイックソートの処理の本質部分であるといえるから。,9,9,,19,配列の中のより小さい部分に対してクイックソートを再帰的に行っている箇所であるから。ソートの本質である「並べ替え」を表す箇所ではないと考えているため、1番ではないと考えた。,5,5,,2,クイックソートが終了する条件を表しており、ソートの本質部分ではないものの、プログラムを正しく動作させる上では重要な箇所であると考えたから。,7,7,,20行目。19行目同様に、再帰的に呼び出してクイックソートを行うことを表している箇所であるため大切である。,まあ理解できた。,
12/16/2022 21:20:26,2,11,9,ピボットを固定してピボットより左はピボットより小さく、右は大きくしたいが、そのswapを行うindexを決めている行であるから。,9,9,,11,上と同様に、swapを行うindexを決めている行である。後に出てきたので2番目。,9,9,,15,swapするindexを決めた上で、実際にそのswapをしている行であるから。indexを決める方が大事であると考えたので3番目にした。,9,9,,,まあ理解できた。,
12/17/2022 22:46:55,8,11,15,クイックソートというアルゴリズムで、pivotを基準として左右に振り分けていくという作業がもっともよく表れている一文だから。,14,14,,19,クイックソートで再帰を使うというのも、アルゴリズム上とても重要だから。1番の方がより本質的だと思ったのでこちらは2番とした。,5,5,,5,"クイックソートにおいて、pivotの選び方はいろいろあるが、ここでは1番左のものをpivot
にしているというのがここから分かるから。割と些事だと思ったので3番にした。",9,9,,,とても理解できた。,
12/21/2022 13:32:20,4,11,15,今見ているリストの左側と右側にpivotを基準に分けるというクイックソートの本質的な処理をしているため。,14,14,,9,リストの右側と左側に分けるためのカーソル位置を決める条件文だから。あくまで1番の処理を行うための条件文だから。,8,8,,19,pivotを基準に分けるというのを再起的に行う部分だから。ただ引数の与え方などは比較的単純。,5,5,,,とても理解できた。,
12/28/2022 16:44:00,5,11,19,クイックソートが再帰的な処理で、左と右にpivot以外を分けて処理しているのだということが、20行目と合わせて理解できるから。,5,5,,20,クイックソートが再帰的な処理で、左と右にpivot以外を分けて処理しているのだということが、19行目と合わせて理解できるから。(後に登場したので、2番めに大切ということにしました),5,5,,15,マーカーの移動だけではpivotより大きい/小さいものに分けることはできないが、このSwap処理が入ることで左右に振り分けられるのだということが分かるようになるから,9,14,×,8 ~ 17:クイックソートの根幹部分の実装は全体に意味があり、重要だと感じます,とても理解できた。,問題文の(配列の長さ、配列の要素の値等については特に考えなくて良い)という表現の意味があまり汲み取れなかったです
12/30/2022 20:08:27,10,11,5,pivotをarr[left]と置くことで、whileの中身がシンプルになるので重要だと思いました。,1,1,,19,再帰を使うことは1番よりも思いつきやすいので、2番目に重要であると思いました。,5,5,,15,値をスワップさせることはクイックソートで基本的なので、3番目に重要であると思いました。,9,9,,,まあ理解できた。,
1/3/2023 6:00:57,11,11,5,ある基準点をつくってその点より上か下かで整列していくというソートの初歩であるため．,14,14,,15,まさに順序が逆転している箇所を入れ替えている行だから．pivotの概念よりはこのアルゴリズムにとくゆうではないから2番目です．,9,9,,13,終了条件を正しくかかないと不具合がおこるため．アルゴリズムの本質からはなれるように感じたので3番目です．,7,7,,,とても理解できた。,
12/8/2022 23:45:30,1,12,29,区間に対する処理の際には，注目している区間を子区間に分割し再帰的に処理するというSegment木の核となる発想が表されているため最も重要だと考えた．,5,5,,21,更新の際は子区間から親区間に結果を伝えるというsegment木の重要な考え方が表されていると考えたため．実装難易度が29行目よりも低いことを考慮して2番目とした．,9,9,,20,"子区間から親区間へと注目するインデックスを移す処理が書かれているため重要だと考えた．Segment木の発想の中心である1,2番目に比べると実装の細かい部分に当たると考え3番目とした．",9,9,,,とても理解できた。,
12/14/2022 14:45:56,6,12,39,セグメントツリーで区間 min を再帰的に求める根幹の部分だから。,12,5,×,21,セグメントツリーの更新を行う部分の本体。1 番と比べると自明。,9,9,,17,忘れがちなインデックスの処理。1 番 2 番と比べると本質ではない。,3,3,,,とても理解できた。,
12/14/2022 23:45:29,7,12,37,この問題の解法はセグメントツリーと呼ばれるアルゴリズムを用いるということがこの行から読み取れるから．,2,2,,14,"この行より，どのように問題に適したセグメントツリーを構成するかが分かるから．
1番でない理由は，具体的なアルゴリズム名(セグメントツリー)が分かることよりは重要ではないと考えたから．",2,2,,29,"どのように最小値を得るのかをこの行で表されているから．
3番目である理由は，セグメントツリーの構造が分かれば，どのように得られるのかは分かる場合が多いと思うから．",12,12,,,まあ理解できた。,
12/15/2022 19:30:15,3,12,37,Segment Treeで解けることがこの問題のコアであるから。,2,2,,29,Segment Treeでどこが重要かと言われると微妙だがこの式で区間についての演算が高速にできるのはかなり本質だと思う。,4,4,,21,一点更新が対数時間で実行できるのが重要だがその本質はここの遷移式一発で更新できるからなので。,9,9,,,とても理解できた。,
12/16/2022 21:24:52,2,12,21,一点更新区間minのセグ木の問題であるが、一点更新がlogオーダーでできる本質の行だと考えたので、ここにした。,4,4,,29,区間minをlogオーダーで求めることができる本質の行であるから。更新できることが重要ポイントであると感じたので2番目にした。,4,4,,14,セグ木の処理の初期化を行なっている部分であるので、これもクエリ処理に次いで重要だと考えた。,6,6,,,まあ理解できた。,
12/17/2022 23:06:36,8,12,29,セグメント木の性質を生かして、最小値を求める再帰アルゴリズムを作成しているから。,5,5,,14,セグメント木を使うというのは、この問題を解く上での本質であり、その木の構築の主要な部分だから。答えを出すところそのものではないので、2番とした。,2,2,,21,セグメント木の性質を利用して、数字のアップデートを行った後の更新作業を行なっており、重要なところだから。1番2番に比べると基本的なことなので、3番とした。,9,9,,,まあ理解できた。,
12/20/2022 1:31:23,9,12,29,セグメント木において、区間の最小値の取得は左の区間と右の区間の最小値であることを再帰的に繰り返して求める、ということが重要であると考えており、29行目はまさしくそのことを述べているから。,5,5,,27,区間が丸ごと含まれている場合の、区間最小値の処理が述べられているから。これは左の区間と右の区間の最小値を再帰的に求めることが前提となっているため、1番ではないと考えた。,12,12,,21,セグメント木における一点更新の処理が述べられている行であるから。一点更新の処理は区間の最小値を求める処理ほどは重要でないと考えているため、1番や2番ではないと考えている。,9,9,,7行目。区間最小値を求めるセグメント木では初期値をinfにするのが大切であるから。,とても理解できた。,
12/21/2022 13:50:13,4,12,29,セグメント木の性質をつかって再起的に探索の関数を呼び出しているため。,5,5,,21,木を更新する本質的な処理をしているため。1番に比べると複雑な処理はしていない。,9,9,,14,セグメント木の性質を使って木を表すリストを埋めているため。ただ答えに直接つながる処理ではない。,9,9,,,まあ理解できた。,
12/28/2022 16:53:53,5,12,37,Q2同様、SegmentTreeを使うこと自体がもっとも重要であると考えた。,2,2,,7,SegmentTreeを使うことが最重要な前提であるとした上で、この問題のコードを書く上で気をつけるべき点として、初期化する際に演算minの単位元であるinfや最大の数である2^31-1で埋めている点がある。単にゼロ埋め、と覚えるのではなく、単位元を利用することを強調するという意味で、7行目が重要であると考えた。,6,6,,39,7行目と同様、初期化のための数が2^31-1という巨大数であることを意識する必要があると考えたから。厳密には単位元ではないため、infよりは重要性が低いと感じた。,6,6,,,まあ理解できた。,
12/30/2022 20:22:32,10,12,21,updateで親をたどりながら更新していることがとても重要だと思ったため。,9,9,,29,最小値を取得する関数を、再帰を使って実装しているのもupdateの次にするべきこととして重要だと思いました。,5,5,,44,1番や2番の次に、updateとfindを呼び出している部分が問題を解く上で重要だと思いました。,2,13,×,,あまり理解できなかった。,
1/3/2023 6:10:13,11,12,20,このデータ構造において，2で割っていくことで高速に最小値を更新できることが最大の強みだと思います．,4,4,,7,セグ木の初期状態を最小が問題になっているのに合わせてinfでつくっている.長さが2^n-1のリストという点でも大事だと思います．どう更新するかの方がこの問題に特有だと感じたから2番目です．,6,6,,29,探索の方法として，このような範囲を絞っていく再帰の関数をつくるのは重要だと感じます．2で割っていく箇所は1番目で触れたのでその要素を抜いて考えた時に3番目くらいの重要さかなとおもいました．,5,5,,,とても理解できた。,
12/8/2022 23:52:05,1,13,27,重みの小さい辺から貪欲に見るというクラスカル法の重要な部分が表現されていると考えたため．,10,10,,32,注目している辺の両端の頂点が既に連結かどうかを確認する部分であり，クラスカル法の実装において中心的な部分であると考えた．一方で重みの小さい辺から見ることが発想として重要であると考え，2番目とした．,8,8,,3,UnionFindTreeの実装する上で，自分の親頂点をメモしておくという部分が発想として最も大切だと考えた．一方でこの問題の中心となるアルゴリズムはクラスカル法なので，3番目として選択した．,9,9,,,とても理解できた。,
12/14/2022 14:58:03,6,13,27,辺の重みに関する貪欲法であることがクラスカル法の本質である。,14,14,,32,辺を採用することでループが発生しない場合のみ採用することを表す行である。1 番と比べると詳細にあたる。,8,8,,34,辺を採用することでループが発生しない場合のみ採用、を実現するために集合の併合を行う部分。2 番に対して従たる部分だと言える。,11,11,,,とても理解できた。,
12/15/2022 0:59:12,7,13,45,この問題の解法ではクラスカル法を用いるということがこの一行で分かるから．,2,2,,27,"クラスカル法では辺の重みの小さい順に取り出すことで最小全域木を求めることができるということがこの行で分かるから．
1番でない理由は，クラスカル法の解法を知っている人であれば分かることであるから．",10,10,,28,"クラスカル法の中ではUnionTreeを用いながら同じ集団に属しているかどうかを判断できるということが分かるから．
3番である理由は，最小全域木を求めることに直接関係するわけではなく，どのように取り出した辺がすでに同じ集合に属しているわけではないということを判定するかということを表しているから．",8,8,,,まあ理解できた。,
12/15/2022 19:33:39,3,13,45,この問題のコアはクラスカル法で最小全域木が構築できることなので。,2,2,,34,クラスカル法のコアはDSUを使えば最小全域木を構築できることなので。,14,14,,19,DSUのコアはここのマージテクだと減価償却で計算量が減ることなので。,4,4,,,とても理解できた。,
12/16/2022 21:32:42,2,13,27,クラスカル法は連結かどうかで辺を追加するかどうかを決めるので、その連結判定の部分が最重要であると考えた。,8,8,,32,クラスカル法は事前に辺のコストでソートしておくことで高速に求められるので、これが次に重要。,4,4,,34,上と同様に連結判定を高速に行うためにUnion-Find木のmergeを行っている部分なので、重要であると考えた。判定そのものではなく判定のための操作なので3番目。,11,11,,,とても理解できた。,
12/18/2022 0:59:07,8,13,32,クラスカル法において、UnionFind木で閉路ができているかどうかの判定をしている重要なところだから。,8,8,,17,UnionFind木において、rootが違った場合にuniteするという重要な処理をしているところだから。問題解決に直接関わるところではないので2番とした。,11,11,,8,再帰を用いて、親を辿るというUnionFind木の重要な性質を記述しているところだから。問題解決に直接関わらず、難しくもないので3番とした。,10,10,,,まあ理解できた。,
12/20/2022 1:40:29,9,13,34,最小全域木を求めるには、採用する辺を用いてグラフを連結する、という処理が最も大切であると考えているから。,11,11,,32,その辺を採用するかどうかの処理は、その2点が連結ではないということを述べている行であるから。グラフの連結を行うことが前提となっているため、1番ではないと考えた。,8,8,,27,最小全域木を求める前段階の処理として、辺の長さでソートする、ということをしないと正しい結果を返さないから。実際に木を作る部分ではないため、この部分の処理は1番や2番ではないと考えた。,14,14,,"18, 22, 23行目。Union Find 木の計算量を落とすための工夫として、木にランクをつけていることを表す行であり、ここを間違えたとしても正しく動かないことはないものの、計算量が大きく落ちてしまうから。",とても理解できた。,
12/21/2022 14:08:44,4,13,27,クラスカル法で最も重要な、辺を重みの小さい順に並べるという処理を行なっているため。,14,14,,8,Union-Find木で重要である、rootを探すという処理の大事な部分だから。ただ、答えに直接つながるわけではない。,10,10,,19,Union-Find木で重要な「親」を更新しているため。処理内容としてはかなり単純。,9,9,,,まあ理解できた。,
12/28/2022 17:13:42,5,13,27,最小全域木の問題は、貪欲法で解くことができることが本質的な部分だと考えている。したがって、コストについてグラフをソートしている27行目が最も大切だと考えた。,14,14,,32,ソートされた辺について、どのような条件で選んでいるかを知ることができるため重要だと考えた。しかし、貪欲法ということがわかればある程度推測可能であるため2番目においた。,8,8,,12,"UnionFind関数について、唯一外部から呼び出されている関数であるため重要だと考えた。
UnionFIndについての知識があまりなくても、is_sameという命名がされているため起こっていることの想像がし易いと考えた。したがって、UnionFind内部の実装よりもそれを呼び出すkruskal関数のほうが重要だと考えたため、3番目においた。",13,13,,43:27行目のG.sort()で、どのようにソートされているのか直感的には分かりづらいため、tupleのリストであることを知ることができ重要だと考えた。,とても理解できた。,
12/30/2022 20:34:53,10,13,32,閉路を作らないことを確認することがクラスカル法で、最も重要であると思ったため。,8,8,,14,二つの木構造をまとめる実装は、unionfindにおいてとても重要であるから、2番目に重要であると思った。1番の方が、クラスカル法のアルゴリズムで気にするところだと思った。,11,11,,8,木構造の根を探すことは、使われていないがunionfindにおいてとても重要であるから、3番目に重要であると思った。,10,10,,,まあ理解できた。,
